art_no,art_name,hierarchy_level1_id,hierarchy_level1_desc,hierarchy_level2_id,hierarchy_level2_desc,hierarchy_level3_id,hierarchy_level3_desc,date_of_day,store_count,sold_qty_units,total_cust_count,low_stock_warning,unit_price_weekly,unit_discount_weekly
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2019-08-08,64,146.0,124,0,6.63,-0.01
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-12-10,62,121.0,112,0,8.45,-0.02
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2019-03-28,58,131.0,103,0,6.71,-0.01
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2019-07-04,65,171.0,148,0,6.72,-0.01
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-02-20,59,114.0,100,0,6.69,-0.03
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-08-27,47,88.0,84,0,8.49,0.0
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2019-11-21,59,129.0,110,0,6.67,-0.01
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2019-08-01,57,131.0,108,0,6.68,0.0
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2019-08-22,60,128.0,109,0,6.68,0.0
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2021-02-18,44,72.0,65,0,8.46,0.0
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-02-27,62,120.0,103,0,6.66,0.0
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2019-06-27,68,143.0,124,0,6.7,-0.04
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-02-13,58,133.0,112,0,6.62,-0.01
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-05-14,54,86.0,80,0,8.37,-0.12
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-03-26,47,84.0,82,0,6.71,-0.1
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-02-06,51,103.0,84,0,6.69,-0.02
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-08-20,56,98.0,88,0,8.48,-0.01
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-01-02,53,107.0,92,0,6.78,-0.01
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-11-19,44,104.0,86,0,8.49,-0.0
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-09-03,57,115.0,100,0,8.45,-0.04
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-07-09,46,86.0,80,0,8.44,-0.05
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2019-12-05,63,169.0,143,0,6.71,-0.0
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-09-10,53,113.0,89,0,8.44,-0.05
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-01-30,66,141.0,123,0,6.69,-0.02
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-07-23,47,93.0,83,0,8.48,-0.01
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-05-28,54,109.0,88,0,8.35,-0.14
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-04-30,51,86.0,77,0,8.49,0.0
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-10-22,45,95.0,83,0,8.45,-0.04
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-10-08,50,92.0,80,0,8.38,-0.11
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2019-12-12,63,180.0,167,0,6.71,0.0
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2019-06-13,64,137.0,119,0,6.81,0.0
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2019-05-30,57,128.0,113,0,6.06,-0.67
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2021-02-25,38,58.0,49,0,8.49,0.0
13,500g Indian Curry,100,Processed_Food,4,Spices,2,Spices I,2020-12-24,41,68.0,65,0,8.49,0.0
6,80g Bio Pepper Whole,100,Processed_Food,4,Spices,3,Spices II,2020-07-30,41,109.0,95,0,3.84,-0.04
6,80g Bio Pepper Whole,100,Processed_Food,4,Spices,3,Spices II,2019-04-04,38,86.0,79,0,3.91,-0.0
6,80g Bio Pepper Whole,100,Processed_Food,4,Spices,3,Spices II,2020-06-18,38,125.0,111,0,3.85,-0.03
6,80g Bio Pepper Whole,100,Processed_Food,4,Spices,3,Spices II,2020-08-27,39,99.0,87,0,3.86,-0.02
